ca,choice,cp,exang,fbs,k,p,restecg,scaler,scaling,score,sex,slope,thal
0,3,1,1,1,9,2.1,1,normalize,1,0.8852459020000001,1,0,1
0,3,0,0,0,19,0.9,0,min_max,1,0.8852459020000001,0,0,1
0,3,0,0,0,10,0.6,0,min_max,1,0.8852459020000001,0,1,0
1,3,0,0,0,14,0.5,0,min_max,1,0.8852459020000001,0,1,1
0,0,0,1,0,3,-1.1,0,min_max,1,0.8852459020000001,0,1,1
0,3,0,0,0,12,0.7000000000000001,1,min_max,1,0.8852459020000001,0,1,1
0,3,0,0,1,16,0.7000000000000001,0,min_max,1,0.8852459020000001,0,1,1
1,3,0,0,1,12,0.7000000000000001,0,min_max,1,0.8852459020000001,0,1,1
0,3,1,0,0,15,3.0,0,min_max,1,0.8852459020000001,0,1,1
0,3,1,1,0,16,2.1999999999999997,0,min_max,1,0.8852459020000001,0,0,1
0,0,1,0,0,16,-1.1,1,min_max,1,0.8852459020000001,0,0,1
1,0,1,0,0,17,-1.1,1,min_max,1,0.8852459020000001,0,1,1
0,3,1,1,0,14,1.0999999999999999,1,min_max,1,0.8852459020000001,0,0,1
0,0,1,0,1,11,-1.1,0,min_max,1,0.8852459020000001,0,1,1
1,0,1,0,1,17,-1.1,0,min_max,1,0.8852459020000001,0,1,1
0,3,1,1,1,11,0.7000000000000001,0,min_max,1,0.8852459020000001,0,0,0
0,3,1,1,1,15,2.1,0,min_max,1,0.8852459020000001,0,0,1
0,0,1,1,1,12,-1.1,0,min_max,1,0.8852459020000001,0,1,0
0,0,1,0,1,12,-1.1,1,min_max,1,0.8852459020000001,0,0,1
0,0,1,0,1,10,-1.1,1,min_max,1,0.8852459020000001,0,1,1
0,3,1,1,1,12,1.0999999999999999,1,min_max,1,0.8852459020000001,0,0,1
0,3,1,1,1,10,1.2,1,min_max,1,0.8852459020000001,0,1,0
0,3,0,0,0,12,0.8,0,min_max,1,0.8852459020000001,1,1,1
0,3,0,1,0,11,0.5,0,min_max,1,0.8852459020000001,1,1,0
0,3,0,1,0,9,0.9,1,min_max,1,0.8852459020000001,1,0,0
0,3,0,1,1,18,0.9,0,min_max,1,0.8852459020000001,1,1,1
0,3,0,1,1,9,0.7000000000000001,1,min_max,1,0.8852459020000001,1,0,0
1,3,1,0,0,19,1.4,0,min_max,1,0.8852459020000001,1,0,1
0,3,1,1,0,13,2.1,0,min_max,1,0.8852459020000001,1,0,1
1,3,1,1,0,7,2.1999999999999997,0,min_max,1,0.8852459020000001,1,0,1
0,3,1,1,0,13,3.0,0,min_max,1,0.8852459020000001,1,1,1
0,0,1,0,0,12,-1.1,1,min_max,1,0.8852459020000001,1,0,1
1,3,1,0,0,18,1.0999999999999999,1,min_max,1,0.8852459020000001,1,1,0
1,1,1,0,0,14,-1.1,1,min_max,1,0.8852459020000001,1,1,1
0,1,1,1,0,12,-1.1,1,min_max,1,0.8852459020000001,1,0,1
0,3,1,0,1,19,1.0999999999999999,0,min_max,1,0.8852459020000001,1,1,0
0,0,1,0,1,11,-1.1,0,min_max,1,0.8852459020000001,1,1,1
0,3,1,1,1,13,2.1,0,min_max,1,0.8852459020000001,1,0,1
0,3,1,1,1,9,1.2,0,min_max,1,0.8852459020000001,1,1,0
0,3,1,1,1,5,3.0,0,min_max,1,0.8852459020000001,1,1,1
0,1,1,1,1,12,-1.1,1,min_max,1,0.8852459020000001,1,0,1
0,3,1,1,1,10,1.2,1,min_max,1,0.8852459020000001,1,1,0
0,0,1,1,1,3,-1.1,1,min_max,1,0.8852459020000001,1,1,1
0,1,0,0,0,19,-1.1,0,max_abs,1,0.8852459020000001,0,0,1
0,3,0,0,0,17,0.8,0,max_abs,1,0.8852459020000001,0,1,1
0,1,0,1,0,3,-1.1,0,max_abs,1,0.8852459020000001,0,1,1
0,3,0,0,0,16,0.7000000000000001,1,max_abs,1,0.8852459020000001,0,0,1
0,3,0,0,0,12,0.7000000000000001,1,max_abs,1,0.8852459020000001,0,1,1
0,3,0,0,1,19,1.0999999999999999,0,max_abs,1,0.8852459020000001,0,0,1
0,0,0,0,1,14,-1.1,0,max_abs,1,0.8852459020000001,0,1,1
1,0,1,0,0,15,-1.1,0,max_abs,1,0.8852459020000001,0,0,1
0,0,1,0,0,19,-1.1,0,max_abs,1,0.8852459020000001,0,1,1
0,3,1,1,0,15,2.1,0,max_abs,1,0.8852459020000001,0,0,1
0,3,1,0,0,7,1.2,1,max_abs,1,0.8852459020000001,0,1,1
1,3,1,0,0,14,2.3,1,max_abs,1,0.8852459020000001,0,1,1
0,0,1,1,0,14,-1.1,1,max_abs,1,0.8852459020000001,0,0,1
0,1,1,1,0,5,-1.1,1,max_abs,1,0.8852459020000001,0,1,1
0,3,1,0,1,13,1.5999999999999999,0,max_abs,1,0.8852459020000001,0,0,0
0,0,1,0,1,11,-1.1,0,max_abs,1,0.8852459020000001,0,1,1
1,3,1,0,1,17,2.6999999999999997,0,max_abs,1,0.8852459020000001,0,1,1
0,3,1,1,1,11,0.7000000000000001,0,max_abs,1,0.8852459020000001,0,0,0
0,3,1,1,1,15,2.1,0,max_abs,1,0.8852459020000001,0,0,1
0,3,1,1,1,12,1.0999999999999999,0,max_abs,1,0.8852459020000001,0,1,0
1,3,1,1,1,7,2.1,0,max_abs,1,0.8852459020000001,0,1,1
0,0,1,0,1,10,-1.1,1,max_abs,1,0.8852459020000001,0,1,1
1,0,1,0,1,15,-1.1,1,max_abs,1,0.8852459020000001,0,1,1
0,3,1,1,1,12,1.5999999999999999,1,max_abs,1,0.8852459020000001,0,0,1
0,3,0,0,0,12,0.7000000000000001,0,max_abs,1,0.8852459020000001,1,1,1
0,3,0,1,0,11,0.5,0,max_abs,1,0.8852459020000001,1,1,0
0,3,0,1,0,3,0.30000000000000004,0,max_abs,1,0.8852459020000001,1,1,1
0,3,0,0,0,11,0.7000000000000001,1,max_abs,1,0.8852459020000001,1,1,1
0,1,0,0,1,19,-1.1,0,max_abs,1,0.8852459020000001,1,1,1
1,0,1,0,0,15,-1.1,0,max_abs,1,0.8852459020000001,1,0,1
0,3,1,1,0,13,2.1,0,max_abs,1,0.8852459020000001,1,0,1
0,0,1,1,0,17,-1.1,0,max_abs,1,0.8852459020000001,1,1,1
1,3,1,1,0,7,2.8,0,max_abs,1,0.8852459020000001,1,1,1
1,0,1,0,0,13,-1.1,1,max_abs,1,0.8852459020000001,1,0,1
0,0,1,0,0,14,-1.1,1,max_abs,1,0.8852459020000001,1,1,1
1,1,1,0,0,18,-1.1,1,max_abs,1,0.8852459020000001,1,1,0
1,0,1,0,0,14,-1.1,1,max_abs,1,0.8852459020000001,1,1,1
0,0,1,1,0,11,-1.1,1,max_abs,1,0.8852459020000001,1,0,1
0,3,1,1,0,7,1.5,1,max_abs,1,0.8852459020000001,1,1,0
0,3,1,0,1,19,1.2999999999999998,0,max_abs,1,0.8852459020000001,1,1,0
0,3,1,1,1,13,2.1,0,max_abs,1,0.8852459020000001,1,0,1
0,3,1,1,1,9,1.5,0,max_abs,1,0.8852459020000001,1,1,0
0,3,1,1,1,3,0.19999999999999998,0,max_abs,1,0.8852459020000001,1,1,1
1,3,1,1,1,7,2.1,0,max_abs,1,0.8852459020000001,1,1,1
1,3,1,0,1,15,2.4,1,max_abs,1,0.8852459020000001,1,0,1
0,3,1,0,1,14,1.5999999999999999,1,max_abs,1,0.8852459020000001,1,1,1
1,0,1,0,1,16,-1.1,1,max_abs,1,0.8852459020000001,1,1,1
0,1,1,1,1,11,-1.1,1,max_abs,1,0.8852459020000001,1,0,0
0,3,1,1,1,11,1.2999999999999998,1,max_abs,1,0.8852459020000001,1,0,1
0,0,1,1,1,7,-1.1,1,max_abs,1,0.8852459020000001,1,1,0
0,3,1,1,1,7,1.5999999999999999,1,max_abs,1,0.8852459020000001,1,1,1
0,3,0,1,0,5,0.7000000000000001,0,standard,1,0.8813559320000001,1,1,0
0,3,1,1,0,6,0.8,0,standard,1,0.8813559320000001,1,1,0
0,3,0,1,0,5,0.8,0,robust,1,0.8813559320000001,1,1,0
0,1,1,1,0,5,-1.1,0,robust,1,0.8813559320000001,1,1,0
1,3,0,1,0,10,0.4,1,normalize,1,0.8813559320000001,0,1,0
0,0,0,1,1,3,-1.1,1,normalize,1,0.8813559320000001,0,1,1
0,0,1,0,0,14,-1.1,0,normalize,1,0.8813559320000001,0,1,1
0,0,1,1,1,13,-1.1,1,normalize,1,0.8813559320000001,0,0,0
0,0,0,1,1,3,-1.1,1,normalize,1,0.8813559320000001,1,1,1
0,0,1,0,0,14,-1.1,0,normalize,1,0.8813559320000001,1,1,1
0,3,1,1,0,10,0.7000000000000001,0,normalize,1,0.8813559320000001,1,1,1
0,0,1,0,1,18,-1.1,1,normalize,1,0.8813559320000001,1,1,1
0,3,1,1,1,18,1.2,1,normalize,1,0.8813559320000001,1,1,1
0,3,1,1,0,9,1.5,1,min_max,1,0.8813559320000001,0,1,1
0,0,0,1,1,3,-1.1,1,min_max,1,0.8813559320000001,1,1,1
0,3,0,0,0,11,0.5,0,standard,1,0.875,0,0,0
0,3,0,0,0,14,0.6,0,standard,1,0.875,0,1,0
0,1,0,0,0,17,-1.1,0,standard,1,0.875,0,1,1
1,3,0,0,0,14,0.8,0,standard,1,0.875,0,1,0
1,3,0,0,0,11,1.0999999999999999,0,standard,1,0.875,0,1,1
0,3,0,1,0,11,0.5,0,standard,1,0.875,0,1,0
0,3,0,1,0,15,0.7000000000000001,0,standard,1,0.875,0,1,1
0,3,0,0,0,13,0.7000000000000001,1,standard,1,0.875,0,0,1
0,1,0,0,0,17,-1.1,1,standard,1,0.875,0,1,0
0,3,0,0,0,13,0.7000000000000001,1,standard,1,0.875,0,1,1
1,3,0,0,0,18,0.19999999999999998,1,standard,1,0.875,0,1,0
1,3,0,0,0,12,0.8,1,standard,1,0.875,0,1,1
0,3,0,1,0,15,0.7000000000000001,1,standard,1,0.875,0,0,1
0,3,0,1,0,7,1.2,1,standard,1,0.875,0,1,1
0,1,0,0,1,13,-1.1,0,standard,1,0.875,0,0,1
0,3,0,1,1,7,0.4,0,standard,1,0.875,0,1,0
0,3,0,0,1,17,0.7000000000000001,1,standard,1,0.875,0,0,1
1,3,0,0,1,14,0.8,1,standard,1,0.875,0,1,1
0,3,0,1,1,15,0.7000000000000001,1,standard,1,0.875,0,0,1
1,3,1,0,0,13,1.4,0,standard,1,0.875,0,0,1
0,3,1,0,0,13,0.7000000000000001,0,standard,1,0.875,0,1,0
1,3,1,0,0,11,1.2,0,standard,1,0.875,0,1,0
0,1,1,0,0,17,-1.1,1,standard,1,0.875,0,0,0
0,3,1,0,0,11,0.6,1,standard,1,0.875,0,1,0
0,3,1,0,0,13,1.2,1,standard,1,0.875,0,1,1
0,3,1,1,0,17,0.30000000000000004,1,standard,1,0.875,0,0,0
0,3,1,1,0,15,1.5999999999999999,1,standard,1,0.875,0,0,1
1,3,1,1,0,11,2.9,1,standard,1,0.875,0,1,1
1,3,1,0,1,14,1.2999999999999998,0,standard,1,0.875,0,0,1
0,1,1,0,1,7,-1.1,0,standard,1,0.875,0,1,0
1,3,1,0,1,12,1.0999999999999999,0,standard,1,0.875,0,1,0
1,3,1,1,1,12,1.7999999999999998,0,standard,1,0.875,0,0,1
0,3,1,1,1,15,0.4,0,standard,1,0.875,0,1,0
0,3,1,0,1,11,0.5,1,standard,1,0.875,0,1,0
1,3,1,0,1,19,0.8,1,standard,1,0.875,0,1,0
0,3,1,1,1,13,0.5,1,standard,1,0.875,0,1,0
1,3,1,1,1,10,2.9,1,standard,1,0.875,0,1,1
0,1,0,0,0,17,-1.1,0,standard,1,0.875,1,1,1
0,3,0,0,0,13,0.8,1,standard,1,0.875,1,1,1
1,1,0,0,0,18,-1.1,1,standard,1,0.875,1,1,1
0,3,0,1,0,15,0.6,1,standard,1,0.875,1,1,1
1,3,0,1,0,16,0.5,1,standard,1,0.875,1,1,1
0,3,0,0,1,13,1.4,0,standard,1,0.875,1,0,1
0,1,0,0,1,17,-1.1,0,standard,1,0.875,1,1,1
0,3,0,1,1,14,0.30000000000000004,0,standard,1,0.875,1,0,0
0,3,0,1,1,5,0.1,0,standard,1,0.875,1,0,1
1,3,0,1,1,9,0.1,0,standard,1,0.875,1,0,0
1,3,0,1,1,8,0.1,0,standard,1,0.875,1,1,1
0,3,0,1,1,19,1.2999999999999998,1,standard,1,0.875,1,1,0
1,3,0,1,1,13,0.1,1,standard,1,0.875,1,1,0
0,3,1,1,0,15,0.7000000000000001,0,standard,1,0.875,1,0,0
1,3,1,1,0,18,1.5999999999999999,0,standard,1,0.875,1,0,0
1,3,1,1,0,15,1.5999999999999999,0,standard,1,0.875,1,1,0
0,3,1,0,0,19,0.7000000000000001,1,standard,1,0.875,1,0,0
0,3,1,1,0,13,0.9,1,standard,1,0.875,1,0,0
0,3,1,1,0,11,1.4,1,standard,1,0.875,1,1,0
0,1,1,0,1,13,-1.1,0,standard,1,0.875,1,0,0
1,3,1,1,1,11,0.7000000000000001,0,standard,1,0.875,1,1,0
0,3,1,0,1,19,0.7000000000000001,1,standard,1,0.875,1,0,0
0,3,1,0,1,13,1.5999999999999999,1,standard,1,0.875,1,1,0
1,3,1,0,1,16,0.7000000000000001,1,standard,1,0.875,1,1,0
0,3,1,1,1,11,1.2999999999999998,1,standard,1,0.875,1,0,0
0,3,0,0,0,11,0.5,0,robust,1,0.875,0,0,0
0,3,0,0,0,11,0.5,0,robust,1,0.875,0,1,0
0,3,0,0,0,15,0.8,0,robust,1,0.875,0,1,1
0,3,0,1,0,9,0.6,0,robust,1,0.875,0,1,0
0,3,0,1,0,5,0.30000000000000004,0,robust,1,0.875,0,1,1
0,3,0,0,0,15,0.7000000000000001,1,robust,1,0.875,0,0,1
0,3,0,0,0,14,0.7000000000000001,1,robust,1,0.875,0,1,0
0,3,0,0,0,13,0.8,1,robust,1,0.875,0,1,1
1,3,0,0,0,16,0.4,1,robust,1,0.875,0,1,0
1,1,0,0,0,12,-1.1,1,robust,1,0.875,0,1,1
0,3,0,1,0,15,0.9,1,robust,1,0.875,0,1,1
0,3,0,0,1,9,0.7000000000000001,0,robust,1,0.875,0,1,0
0,1,0,0,1,17,-1.1,0,robust,1,0.875,0,1,1
1,1,0,0,1,12,-1.1,0,robust,1,0.875,0,1,1
0,3,0,0,1,19,0.7000000000000001,1,robust,1,0.875,0,0,1
0,3,0,0,1,19,0.7000000000000001,1,robust,1,0.875,0,1,0
0,3,0,0,1,14,0.8,1,robust,1,0.875,0,1,1
1,3,0,0,1,18,0.7000000000000001,1,robust,1,0.875,0,1,0
1,1,0,0,1,17,-1.1,1,robust,1,0.875,0,1,1
0,3,0,1,1,10,0.4,1,robust,1,0.875,0,0,0
0,3,0,1,1,16,0.7000000000000001,1,robust,1,0.875,0,0,1
0,1,0,1,1,15,-1.1,1,robust,1,0.875,0,1,1
0,3,1,0,0,13,0.9,1,robust,1,0.875,0,0,0
0,3,1,1,0,17,0.30000000000000004,1,robust,1,0.875,0,0,0
0,1,1,0,1,7,-1.1,0,robust,1,0.875,0,1,0
1,3,1,0,1,9,1.0999999999999999,0,robust,1,0.875,0,1,0
1,3,1,1,1,12,2.4,0,robust,1,0.875,0,0,1
0,3,1,0,1,19,0.7000000000000001,1,robust,1,0.875,0,0,0
0,3,1,0,1,11,0.6,1,robust,1,0.875,0,1,0
1,3,1,0,1,19,0.7000000000000001,1,robust,1,0.875,0,1,0
0,3,1,1,1,19,0.19999999999999998,1,robust,1,0.875,0,0,0
1,3,1,1,1,12,2.5,1,robust,1,0.875,0,0,1
0,3,1,1,1,13,0.5,1,robust,1,0.875,0,1,0
0,3,0,0,0,19,0.9,0,robust,1,0.875,1,1,1
1,3,0,0,0,19,1.2999999999999998,0,robust,1,0.875,1,1,1
0,3,0,1,0,9,0.6,0,robust,1,0.875,1,0,0
0,3,0,0,0,14,0.9,1,robust,1,0.875,1,1,0
0,3,0,0,0,17,0.9,1,robust,1,0.875,1,1,1
1,1,0,0,0,17,-1.1,1,robust,1,0.875,1,1,1
0,3,0,1,0,15,0.9,1,robust,1,0.875,1,1,1
1,3,0,1,0,16,0.4,1,robust,1,0.875,1,1,1
0,3,0,0,1,17,0.8,0,robust,1,0.875,1,1,1
1,3,0,0,1,10,1.0999999999999999,0,robust,1,0.875,1,1,0
1,3,0,0,1,14,0.4,0,robust,1,0.875,1,1,1
0,3,0,1,1,14,0.30000000000000004,0,robust,1,0.875,1,0,0
0,3,0,1,1,5,0.1,0,robust,1,0.875,1,0,1
1,3,0,1,1,9,0.1,0,robust,1,0.875,1,0,0
1,3,0,1,1,12,0.30000000000000004,0,robust,1,0.875,1,1,1
0,3,0,0,1,13,0.8,1,robust,1,0.875,1,1,1
1,3,0,1,1,12,0.30000000000000004,1,robust,1,0.875,1,1,0
1,3,0,1,1,17,1.2,1,robust,1,0.875,1,1,1
0,3,1,1,0,15,0.8,0,robust,1,0.875,1,0,0
1,3,1,0,0,10,1.5,1,robust,1,0.875,1,1,0
0,3,1,1,0,15,1.0999999999999999,1,robust,1,0.875,1,0,0
1,0,1,1,0,16,-1.1,1,robust,1,0.875,1,1,0
1,3,0,0,0,5,0.19999999999999998,0,normalize,1,0.875,0,1,0
0,3,0,0,0,18,0.1,1,normalize,1,0.875,0,1,0
0,3,0,0,1,5,0.4,0,normalize,1,0.875,0,1,0
1,3,0,0,1,13,0.1,0,normalize,1,0.875,0,1,0
1,3,0,0,1,12,0.1,0,normalize,1,0.875,0,1,1
0,3,0,0,1,15,0.30000000000000004,1,normalize,1,0.875,0,1,0
0,3,0,1,0,9,0.1,0,normalize,1,0.875,1,0,1
1,3,0,1,0,11,0.1,0,normalize,1,0.875,1,0,0
1,3,0,1,0,13,0.1,0,normalize,1,0.875,1,1,0
1,3,0,0,0,10,0.1,1,normalize,1,0.875,1,1,1
1,3,0,1,0,3,0.1,1,normalize,1,0.875,1,0,1
1,3,0,0,1,12,0.4,0,normalize,1,0.875,1,1,0
0,3,0,1,1,6,0.30000000000000004,0,normalize,1,0.875,1,0,1
1,3,0,1,1,12,0.19999999999999998,0,normalize,1,0.875,1,1,0
0,3,0,0,1,16,0.1,1,normalize,1,0.875,1,0,1
0,3,0,1,1,11,0.1,1,normalize,1,0.875,1,0,0
0,3,0,1,1,11,0.5,1,normalize,1,0.875,1,0,1
0,3,0,1,1,14,0.19999999999999998,1,normalize,1,0.875,1,1,0
1,1,1,1,0,12,-1.1,0,normalize,1,0.875,1,1,0
1,3,1,1,0,10,0.1,1,normalize,1,0.875,1,1,1
1,3,1,1,1,12,0.19999999999999998,0,normalize,1,0.875,1,1,0
1,3,1,1,1,12,0.1,0,normalize,1,0.875,1,1,1
1,3,0,0,0,18,0.30000000000000004,1,min_max,1,0.875,0,1,0
1,3,0,1,0,4,0.5,1,min_max,1,0.875,0,1,1
0,3,0,0,1,9,0.4,0,min_max,1,0.875,0,0,0
0,3,0,1,1,10,0.4,0,min_max,1,0.875,0,1,0
0,3,0,1,1,9,0.7000000000000001,1,min_max,1,0.875,0,1,1
0,3,1,0,1,17,0.4,1,min_max,1,0.875,0,1,0
1,3,0,0,0,8,0.5,0,min_max,1,0.875,1,0,0
1,3,0,0,0,16,0.5,0,min_max,1,0.875,1,1,0
0,3,0,1,0,5,0.1,0,min_max,1,0.875,1,0,1
1,3,0,1,0,7,0.30000000000000004,0,min_max,1,0.875,1,0,0
0,3,0,1,0,18,0.5,1,min_max,1,0.875,1,1,0
1,3,0,1,0,10,0.5,1,min_max,1,0.875,1,1,1
0,3,0,0,1,9,0.4,0,min_max,1,0.875,1,0,0
1,3,0,0,1,6,0.4,0,min_max,1,0.875,1,0,1
0,3,0,1,1,9,0.4,0,min_max,1,0.875,1,0,0
0,3,0,1,1,5,0.1,0,min_max,1,0.875,1,0,1
1,3,0,1,1,5,0.30000000000000004,0,min_max,1,0.875,1,0,1
1,3,0,1,1,12,0.7000000000000001,0,min_max,1,0.875,1,1,0
1,3,0,1,1,9,0.8,0,min_max,1,0.875,1,1,1
1,3,0,0,1,12,0.7000000000000001,1,min_max,1,0.875,1,1,0
0,1,0,1,1,11,-1.1,1,min_max,1,0.875,1,1,0
1,1,0,1,1,6,-1.1,1,min_max,1,0.875,1,1,1
1,3,1,1,0,11,0.30000000000000004,0,min_max,1,0.875,1,1,0
0,3,1,1,0,19,0.7000000000000001,1,min_max,1,0.875,1,1,0
1,3,1,0,1,15,0.4,0,min_max,1,0.875,1,1,0
1,3,1,1,1,14,0.8,0,min_max,1,0.875,1,1,0
1,1,1,1,1,18,-1.1,0,min_max,1,0.875,1,1,1
1,3,0,0,0,15,0.5,0,max_abs,1,0.875,0,1,0
1,3,0,0,0,19,0.19999999999999998,1,max_abs,1,0.875,0,1,0
1,3,0,1,0,4,0.30000000000000004,1,max_abs,1,0.875,0,1,0
1,3,0,0,1,9,0.8,0,max_abs,1,0.875,0,1,1
0,3,0,1,1,13,1.2,0,max_abs,1,0.875,0,1,1
0,3,0,1,1,10,0.4,1,max_abs,1,0.875,0,1,0
0,3,1,0,1,9,0.7000000000000001,0,max_abs,1,0.875,0,1,0
1,3,1,1,1,5,2.4,1,max_abs,1,0.875,0,1,1
1,3,0,0,0,14,0.8,0,max_abs,1,0.875,1,1,0
0,3,0,1,0,5,0.1,0,max_abs,1,0.875,1,0,1
1,3,0,1,0,7,0.30000000000000004,0,max_abs,1,0.875,1,0,0
1,3,0,1,0,13,0.4,0,max_abs,1,0.875,1,1,0
1,3,0,1,0,9,0.6,0,max_abs,1,0.875,1,1,1
1,3,0,1,0,6,0.30000000000000004,1,max_abs,1,0.875,1,0,0
0,3,0,1,0,13,0.5,1,max_abs,1,0.875,1,1,0
1,1,0,1,0,6,-1.1,1,max_abs,1,0.875,1,1,1
1,3,0,0,1,6,0.30000000000000004,0,max_abs,1,0.875,1,0,1
1,3,0,0,1,10,0.7000000000000001,0,max_abs,1,0.875,1,1,0
0,3,0,1,1,5,0.1,0,max_abs,1,0.875,1,0,1
1,3,0,1,1,9,0.5,0,max_abs,1,0.875,1,0,0
1,3,0,1,1,5,0.30000000000000004,0,max_abs,1,0.875,1,0,1
1,3,0,1,1,12,0.30000000000000004,0,max_abs,1,0.875,1,1,0
1,3,0,1,1,7,0.19999999999999998,0,max_abs,1,0.875,1,1,1
0,3,0,1,1,10,0.6,1,max_abs,1,0.875,1,0,0
0,3,0,1,1,10,0.30000000000000004,1,max_abs,1,0.875,1,1,1
1,3,0,1,1,6,0.9,1,max_abs,1,0.875,1,1,1
1,0,1,1,0,14,-1.1,0,max_abs,1,0.875,1,0,0
1,3,1,1,0,11,0.30000000000000004,0,max_abs,1,0.875,1,1,0
1,3,1,1,0,11,2.9,1,max_abs,1,0.875,1,0,0
1,0,1,1,1,10,-1.1,0,max_abs,1,0.875,1,1,0
1,1,1,1,1,15,-1.1,1,max_abs,1,0.875,1,0,0
1,3,0,1,1,12,0.1,1,None,0,0.875,1,1,0
0,3,0,0,1,12,0.6,0,standard,1,0.870967742,0,1,0
0,3,1,1,0,17,1.4,0,standard,1,0.870967742,0,0,1
0,3,1,1,0,18,1.2999999999999998,0,standard,1,0.870967742,0,1,0
1,1,1,1,0,5,-1.1,0,standard,1,0.870967742,0,1,0
1,1,1,1,0,5,-1.1,1,standard,1,0.870967742,0,1,0
0,3,1,1,1,15,0.8,0,standard,1,0.870967742,0,0,1
0,1,1,1,1,13,-1.1,1,standard,1,0.870967742,0,0,1
0,3,0,0,0,14,0.7000000000000001,1,standard,1,0.870967742,1,1,0
0,3,0,1,0,13,0.7000000000000001,1,standard,1,0.870967742,1,0,1
1,3,0,1,0,8,0.19999999999999998,1,standard,1,0.870967742,1,0,0
